slug	source	base_url
columba-oenas	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
columba-palumbus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
columbina-inca	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
columbina-talpacoti	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
contopus-caribaeus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
copy	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coracias-abyssinicus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coracias-caudatus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
coracias-garrulus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coracina-novaehollandiae	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
coracina-papuensis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
corcorax-melanorhamphos	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
cormobates-leucophaea	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
corvus-albus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-cornix	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-corone	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-coronoides	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
corvus-frugilegus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-mellori	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
corvus-monedula	derbyshire	https://raw.githubusercontent.com/jonnywright/AvianAssets/main/illustrations
corvus-ossifragus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
corvus-ruficollis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-splendens	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
corvus-tasmanicus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
coscoroba-coscoroba	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coturnicops-noveboracensis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
coturnix-coturnix	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coturnix-japonica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
coturnix-pectoralis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
cracticus-nigrogularis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
cracticus-torquatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
crex-crex	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
crinifer-piscator	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
crithagra-gularis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
crithagra-mozambica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
crotophaga-ani	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
crotophaga-sulcirostris	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
cuculus-canorus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-communis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-conspicillata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-crassirostris	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
curruca-curruca	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-hortensis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-iberiae	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-melanocephala	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-nisoria	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
curruca-undata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanerpes-caeruleus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
cyanerpes-cyaneus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
cyanistes-caeruleus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanistes-cyanus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanistes-teneriffae	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanocorax-sanblasianus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
cyanoliseus-patagonus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanopica-cooki	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cyanoramphus-novaezelandiae	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cygnus-atratus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cygnus-columbianus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cygnus-cygnus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cygnus-melancoryphus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
cynanthus-latirostris	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
dacelo-novaeguineae	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
daphoenositta-chrysoptera	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
daption-capense	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
dasyornis-brachypterus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
dasyornis-broadbenti	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
delichon-urbicum	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocopos-leucotos	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocopos-major	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocoptes-medius	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocygna-arcuata	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
dendrocygna-autumnalis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocygna-bicolor	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dendrocygna-eytoni	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
dendrocygna-javanica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
dendrocygna-viduata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dicaeum-hirundinaceum	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
dicrurus-bracteatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
diomedea-exulans	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
diopsittaca-nobilis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
drymodes-brunneopygia	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
dryobates-minor	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
dryocopus-martius	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
edolisoma-tenuirostre	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
egretta-garzetta	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
egretta-gularis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
egretta-novaehollandiae	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
egretta-rufescens	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
egretta-sacra	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
egretta-tricolor	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
elaenia-parvirostris	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
elanoides-forficatus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
elanus-caeruleus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
elseyornis-melanops	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
emberiza-aureola	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-bruniceps	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
emberiza-calandra	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-chrysophrys	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
emberiza-cia	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-cioides	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-cirlus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-citrinella	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-hortulana	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-leucocephalos	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-melanocephala	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-pallasi	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
emberiza-pusilla	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-rustica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-sahari	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-schoeniclus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
emberiza-spodocephala	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
empidonax-virescens	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
empidonomus-varius	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
entomyzon-cyanotis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
eolophus-roseicapilla	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
eophona-migratoria	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
eopsaltria-australis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
epthianura-tricolor	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
erithacus-rubecula	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
esacus-magnirostris	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
estrilda-astrild	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
estrilda-melpoda	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
estrilda-troglodytes	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
eudocimus-albus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
eudynamys-orientalis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
eudyptula-minor	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
eumyias-thalassinus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
euodice-cantans	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
euodice-malabarica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
euphagus-carolinus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
euplectes-afer	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
euplectes-franciscanus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
euplectes-hordeaceus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
euplectes-orix	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
eupsittula-aurea	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
eupsittula-canicularis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
eupsittula-pertinax	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
eurostopodus-argus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
eurostopodus-mystacalis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
eurystomus-orientalis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
falco-amurensis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-berigora	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
falco-femoralis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-naumanni	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-rusticolus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-subbuteo	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-tinnunculus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falco-vespertinus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
falcunculus-frontatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
favicon	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ficedula-albicilla	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
ficedula-albicollis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ficedula-hypoleuca	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ficedula-mugimaki	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
ficedula-parva	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ficedula-semitorquata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
forpus-coelestis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
francolinus-francolinus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fratercula-arctica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fregata-magnificens	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fregata-minor	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
fringilla-coelebs	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fringilla-montifringilla	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fulica-atra	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fulica-cristata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
fulmarus-glacialis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
galerida-cristata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
galerida-theklae	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gallinago-delicata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
gallinago-gallinago	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gallinago-hardwickii	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gallinago-media	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gallinula-chloropus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gallinula-galeata	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
gallinula-tenebrosa	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gallirallus-philippensis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gallus-gallus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
gallus-sonneratii	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
garrulus-glandarius	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gavia-adamsii	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
gavia-arctica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
gavia-pacifica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
gavia-stellata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gavicalis-virescens	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gelochelidon-nilotica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
geokichla-citrina	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
geokichla-sibirica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
geopelia-humeralis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
geopelia-placida	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
geothlypis-formosa	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
geotrygon-chrysia	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
geotrygon-montana	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
geronticus-eremita	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
gerygone-fusca	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gerygone-mouki	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gerygone-olivacea	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
glareola-maldivarum	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
glareola-pratincola	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
glaucidium-passerinum	switzerland	https://raw.githubusercontent.com/theskyisthelimit/AvianVisitors/europe-illustrations/avian/assets/illustrations
gliciphila-melanops	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
glossopsitta-concinna	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gracula-religiosa	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
gracupica-contra	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
grallina-cyanoleuca	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
grantiella-picta	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
grus-americana	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
grus-grus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
guaruba-guarouba	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
gymnorhina-tibicen	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
gyps-fulvus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
haematopus-finschi	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
haematopus-fuliginosus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
haematopus-longirostris	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
haematopus-ostralegus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
haematopus-palliatus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
haliaeetus-albicilla	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
haliaeetus-leucogaster	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
haliaeetus-pelagicus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
haliastur-sphenurus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
harpagus-bidentatus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
helmitheros-vermivorum	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
helopsaltes-certhiola	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hieraaetus-pennatus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
himantopus-himantopus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
himantopus-leucocephalus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
